sample_id,split,scenario_type,difficulty_bucket,subtype,category_bucket,parent_asin
tcsv1_core_0407,core,buying,easy,official_style,team_sports_soccer,B008VT3L4O
tcsv1_core_0408,core,browsing,medium,official_style,rompers_overalls_jumpsuits,B09WZ92NMT
tcsv1_core_0409,core,buying,easy,official_style,men_jerseys,B09YCRSN8N
tcsv1_core_0410,core,buying,easy,official_style,handbags_wallets_satchels,B07VXHDT3H
tcsv1_core_0411,core,buying,easy,official_style,necklaces_pearl_strands,B08HW2H841
tcsv1_core_0412,core,browsing,medium,official_style,volleyball_boys,B01BN4CZZ4
tcsv1_core_0413,core,browsing,medium,official_style,thermal_underwear_tops,B0BGP6C17W
tcsv1_core_0414,core,browsing,medium,official_style,men_jackets_coats,B07W6RQML9
tcsv1_core_0415,core,intent_override,hard,official_style,sleepwear_robes_nightgowns,B0984Q2991
tcsv1_core_0416,core,intent_override,hard,official_style,base_layers_compression_compression_socks,B08D63Y2X6
tcsv1_core_0417,core,buying,easy,official_style,skirts_skorts_active_skirts,B07VK1236M
tcsv1_core_0418,core,buying,easy,official_style,wedding_engagement_promise_rings,B00D8GBWX2
tcsv1_core_0419,core,browsing,medium,official_style,sport_specific_clothing_yoga,B08Y57XZ1C
tcsv1_core_0420,core,intent_override,hard,official_style,accessories_applique_patches,B00CVVY24Q
tcsv1_core_0421,core,buying,easy,official_style,wedding_engagement_eternity_rings,B07HRZ465P
tcsv1_core_0422,core,intent_override,hard,official_style,sets_active_tracksuits,B09KLTB7RD
tcsv1_core_0423,core,intent_override,hard,official_style,shoes_loafers_slip_ons,B07G711KF2
tcsv1_core_0424,core,intent_override,hard,official_style,men_fashion_hoodies_sweatshirts,B0085E3HY4
tcsv1_core_0425,core,buying,easy,official_style,charm_bracelets_snake,B00JAN83Y8
tcsv1_core_0426,core,buying,easy,official_style,shoes_sandals,B07RZNBV1V
tcsv1_core_0427,core,intent_override,hard,official_style,pants_casual,B07XQDGBWX
tcsv1_core_0428,core,intent_override,hard,official_style,underwear_thermal_underwear,B00VDQK1Z4
tcsv1_core_0429,core,boundary,medium,official_style,work_safety_military,B07QSZ4X8K
tcsv1_core_0430,core,browsing,medium,official_style,girls_gloves,B07KJYFBZH
tcsv1_core_0431,core,intent_override,hard,official_style,dresses_special_occasion,B014W73F1M
tcsv1_core_0432,core,buying,easy,official_style,cummerbunds_pocket_squares_tie_sets,B09TSH1BS2
tcsv1_core_0433,core,buying,easy,official_style,baby_boys_hoodies_active,B00HC72JXU
tcsv1_core_0434,core,browsing,medium,official_style,shirts_tank_tops,B00WAJEU0A
tcsv1_core_0435,core,intent_override,hard,official_style,men_active,B07BMB8472
tcsv1_core_0436,core,buying,easy,official_style,competitive_swimwear_men,B00OAMMXDG
tcsv1_core_0437,core,buying,easy,official_style,pants_casual,B008LWRCOG
tcsv1_core_0438,core,buying,easy,official_style,men_vests,B01J0ONTNG
tcsv1_core_0439,core,browsing,medium,official_style,shorts_flat_front,B07S49M7HW
tcsv1_core_0440,core,browsing,medium,official_style,shoes_jewelry_men_s_activewear_under_30,B07VQXQ7KG
tcsv1_core_0441,core,browsing,medium,official_style,tees_shirts_polos,B078K5VT3L
tcsv1_core_0442,core,buying,easy,official_style,scarves_cold_weather_scarves,B00MUYRH00
tcsv1_core_0443,core,buying,easy,official_style,sport_specific_clothing_golf,B07G53MSK2
tcsv1_core_0444,core,browsing,medium,official_style,accessories_handkerchiefs,B01H22EBMQ
tcsv1_core_0445,core,buying,easy,official_style,bracelets_identification,B00FNAVZ10
tcsv1_core_0446,core,buying,easy,official_style,dresses_cocktail,B0733H9G63
tcsv1_core_0447,core,buying,easy,official_style,bracelets_stretch,B07VTNBPFZ
tcsv1_core_0448,core,intent_override,hard,official_style,men_accessories,B09NVCVHVD
tcsv1_core_0449,core,buying,easy,official_style,charms_clasp,B004624RM0
tcsv1_core_0450,core,browsing,medium,official_style,wedding_engagement_engagement_rings,B09X7GT8WB
tcsv1_core_0451,core,intent_override,hard,official_style,swim_board_shorts,B094JC61X2
tcsv1_core_0452,core,browsing,medium,official_style,jackets_fleece_jackets,B09KMD7F5T
tcsv1_core_0453,core,intent_override,hard,official_style,hiking_trekking_hiking_boots,B0815L9YHT
tcsv1_core_0454,core,buying,easy,official_style,active_active_vests,B00E95DRA2
tcsv1_core_0455,core,browsing,medium,official_style,sport_specific_clothing_soccer_futsal,B07B944MXC
tcsv1_core_0456,core,browsing,medium,official_style,jewelry_rings,B08G1MBFD6
tcsv1_core_0457,core,buying,easy,official_style,bracelets_wrap,B084TBKKN6
tcsv1_core_0458,core,browsing,medium,official_style,accessories_sunglasses_eyewear,B00HK3KR0I
tcsv1_core_0459,core,buying,easy,official_style,body_jewelry_faux_body_piercing_jewelry,B00UCBJCT2
tcsv1_core_0460,core,buying,easy,official_style,active_sets,B08GM55Y45
tcsv1_core_0461,core,intent_override,hard,official_style,kids_breeches,B00FNO7TG6
tcsv1_core_0462,core,browsing,medium,official_style,handbag_accessories_handbag_hangers,B078SC6HPK
tcsv1_core_0463,core,buying,easy,official_style,swimwear_sets_rash_guard_sets,B00IXG9388
tcsv1_core_0464,core,browsing,medium,official_style,luggage_luggage_sets,B015ZBTQY4
tcsv1_core_0465,core,buying,easy,official_style,suiting_blazers_suit_sets,B07GXFZXFB
tcsv1_core_0466,core,boundary,medium,official_style,accessories_belts,B0BSNLFBSN
tcsv1_core_0467,core,boundary,medium,official_style,handbags_wallets_hobo_bags,B07921DZKC
tcsv1_core_0468,core,browsing,medium,official_style,cycling_men,B01AXYYGTI
tcsv1_core_0469,core,buying,easy,official_style,swimsuits_cover_ups_cover_ups,B09Z2KDS8W
tcsv1_core_0470,core,intent_override,hard,official_style,earrings_cuffs_wraps,B08W4D3P1F
tcsv1_core_0471,core,browsing,medium,official_style,skirts_casual,B09V3836CP
tcsv1_core_0472,core,browsing,medium,official_style,sandals_platforms_wedges,B00FZHS09Q
tcsv1_core_0473,core,buying,easy,official_style,cold_weather_gloves,B076CT3F15
tcsv1_core_0474,core,intent_override,hard,official_style,cold_weather_hats_caps,B09F6XSNMF
tcsv1_core_0475,core,browsing,medium,official_style,piercing_jewelry_studs,B006K31IR0
tcsv1_core_0476,core,buying,easy,official_style,rompers_overalls_overalls,B07D2D6C83
tcsv1_core_0477,core,buying,easy,official_style,card_id_cases_business_card_cases,B0B2W9FV24
tcsv1_core_0478,core,buying,easy,official_style,watch_accessories_watch_winders,B07VBRCBCN
tcsv1_core_0479,core,boundary,medium,official_style,baby_girls_snow_rainwear,B09B5Y1S4N
tcsv1_core_0480,core,buying,easy,official_style,pendants_coins_pendants_only,B08FC1NSLQ
tcsv1_core_0481,core,intent_override,hard,official_style,men_wigs,B01LZC7FPU
tcsv1_core_0482,core,browsing,medium,official_style,tops_button_down_dress_shirts,B0B9GVRHZV
tcsv1_core_0483,core,intent_override,hard,official_style,active_active_sweatshirts,B08LVP7WGT
tcsv1_core_0484,core,browsing,medium,official_style,athletic_bowling,B01M5GFSO0
tcsv1_core_0485,core,buying,easy,official_style,base_layers_compression_compression_socks,B0BQVRL913
tcsv1_core_0486,core,buying,easy,official_style,body_jewelry_faux_body_piercing_jewelry,B00N7UHUPS
tcsv1_core_0487,core,buying,easy,official_style,luggage_travel_gear_travel_duffels,B005PQQ3R8
tcsv1_core_0488,core,browsing,medium,official_style,sunglasses_eyewear_accessories_eyeglass_cases,B07S9LTNCK
tcsv1_core_0489,core,buying,easy,official_style,active_pants_track_pants,B0C3PR67RQ
tcsv1_core_0490,core,intent_override,hard,official_style,girls_dresses,B07RRPPNSB
tcsv1_core_0491,core,browsing,medium,official_style,shoes_jewelry_green_monday_30_off_for_kids_baby,B007RG8D6I
tcsv1_core_0492,core,browsing,medium,official_style,hats_caps_newsboy_caps,B081PT8WH4
tcsv1_core_0493,core,browsing,medium,official_style,handbags_wallets_crossbody_bags,B0C3J7R41Q
tcsv1_core_0494,core,browsing,medium,official_style,baby_girls_footies_rompers,B006VRM4NW
tcsv1_core_0495,core,buying,easy,official_style,coats_jackets_vests,B0823KN9KM
tcsv1_core_0496,core,buying,easy,official_style,tops_blouses,B08V1LQC31
tcsv1_core_0497,core,buying,easy,official_style,girls_swimwear,B074CLF54J
tcsv1_core_0498,core,browsing,medium,official_style,women_suiting_blazers,B0142YP90A
tcsv1_core_0499,core,buying,easy,official_style,rain_anoraks_anoraks,B0882XY2YX
tcsv1_core_0500,core,buying,easy,official_style,shorts_cargo,B010WPRIUM
tcsv1_core_0501,core,buying,easy,official_style,hats_caps_cold_weather_headbands,B077GFXWSY
tcsv1_core_0502,core,browsing,medium,official_style,military_pants,B07F67HS51
tcsv1_core_0503,core,browsing,medium,official_style,swimwear_test_boys_swimwear,B008K3NJIE
tcsv1_core_0504,core,browsing,medium,official_style,running_road_running,B077ZCB42D
tcsv1_core_0505,core,browsing,medium,official_style,ice_skating_women,B00FH43N0I
tcsv1_core_0506,core,browsing,medium,official_style,jewelry_necklaces_pendants,B0BK8664SB
tcsv1_core_0507,core,browsing,medium,official_style,watch_accessories_pocket_watch_chains,B07H7XLHKC
tcsv1_core_0508,core,intent_override,hard,official_style,bracelets_bangle,B00PWF11B0
tcsv1_core_0509,core,intent_override,hard,official_style,robes_capes_jackets,B005HMHO8W
tcsv1_core_0510,core,boundary,medium,official_style,luggage_travel_gear_waist_packs,B01NBHUILK
tcsv1_core_0511,core,intent_override,hard,official_style,pants_shorts_compression_shorts,B00EOVMEI2
tcsv1_core_0512,core,buying,easy,official_style,clutches_evening_bags_clutches,B00IWZ8WL4
tcsv1_core_0513,core,browsing,medium,official_style,bottoms_shorts,B0BZ3GQ4FZ
tcsv1_core_0514,core,intent_override,hard,official_style,girls_pants_capris,B0C1NMZ23K
tcsv1_core_0515,core,boundary,medium,official_style,shoes_jewelry_westlake,B00FPPV9ZK
tcsv1_core_0516,core,boundary,medium,official_style,underwear_panties,B07RM1QYT8
tcsv1_core_0517,core,buying,easy,official_style,shoes_sandals,B005WPMW72
tcsv1_core_0518,core,buying,easy,official_style,body_jewelry_body_chains,B09MT8HJV2
tcsv1_core_0519,core,intent_override,hard,official_style,accessories_eyewear,B01GG79O7A
tcsv1_core_0520,core,browsing,medium,official_style,shoes_jewelry_gemstones,B0002GFKXY
tcsv1_core_0521,core,boundary,medium,official_style,earrings_earring_jackets,B07DZ8TVGJ
tcsv1_core_0522,core,buying,easy,official_style,shapewear_bodysuits,B09WQZMFWN
tcsv1_core_0523,core,boundary,medium,official_style,swim_one_pieces,B00LPJ9JF2
tcsv1_core_0524,core,buying,easy,official_style,women_fashion_hoodies_sweatshirts,B08LKP26BG
tcsv1_core_0525,core,buying,easy,official_style,active_pants_track_pants,B07JG3MWNC
tcsv1_core_0526,core,browsing,medium,official_style,necklaces_chokers,B0893NQK98
tcsv1_core_0527,core,buying,easy,official_style,medical_scrub_sets,B0BSPCV2Q2
tcsv1_core_0528,core,buying,easy,official_style,shoes_jewelry_prom_dresses,B08X2GVMVH
tcsv1_core_0529,core,buying,easy,official_style,gloves_mittens_mittens,B079T86WR7
tcsv1_core_0530,core,buying,easy,official_style,base_layers_compression_shorts,B07PWNH1CN
tcsv1_core_0531,core,buying,easy,official_style,watches_wrist_watches,B004JBI3AU
tcsv1_core_0532,core,browsing,medium,official_style,women_underwear,B06XB59DY6
tcsv1_core_0533,core,buying,easy,official_style,scarves_neck_gaiters,B08GKD5LPW
tcsv1_core_0534,core,intent_override,hard,official_style,underwear_trunks,B07XDZF8CL
tcsv1_core_0535,core,intent_override,hard,official_style,watch_accessories_repair_tools_kits,B07MLHGGNF
tcsv1_core_0536,core,browsing,medium,official_style,necklaces_lockets,B00BSNP9YK
tcsv1_core_0537,core,browsing,medium,official_style,tees_blouses_tunics,B07F2JH5RR
tcsv1_core_0538,core,browsing,medium,official_style,rompers_overalls_rompers,B0B4MRDFRP
tcsv1_core_0539,core,browsing,medium,official_style,tommy_hilfiger_and_more,B07X48KK7Y
tcsv1_core_0540,core,buying,easy,official_style,wedding_engagement_engagement_rings,B07CGP4MK4
tcsv1_core_0541,core,browsing,medium,official_style,rompers_overalls_jumpsuits,B091FTRWMN
tcsv1_core_0542,core,buying,easy,official_style,sets_active_tracksuits,B08NF47WWD
tcsv1_core_0543,core,buying,easy,official_style,shoes_pumps,B0785GXJGR
tcsv1_core_0544,core,intent_override,hard,official_style,girls_dresses,B0BZ7XZ3YN
tcsv1_core_0545,core,browsing,medium,official_style,shoes_jewelry_men_s_9_to_5_essentials_blazers_jackets,B00QTST0DU
tcsv1_core_0546,core,browsing,medium,official_style,earrings_drop_dangle,B07QB3YRVC
tcsv1_core_0547,core,buying,easy,official_style,women_fashion_hoodies_sweatshirts,B0B3MQHVG6
tcsv1_core_0548,core,browsing,medium,official_style,women_wigs,B00FEANSVO
tcsv1_core_0549,core,intent_override,hard,official_style,work_utility_safety_shorts,B0116LPUEW
tcsv1_core_0550,core,browsing,medium,official_style,sunglasses_eyewear_accessories_eyewear_frames,B08JHDQ96Q
tcsv1_core_0551,core,buying,easy,official_style,card_id_cases_card_cases,B0BPFVX46B
tcsv1_core_0552,core,browsing,medium,official_style,maternity_dresses,B01HGD4ALS
tcsv1_core_0553,core,browsing,medium,official_style,tops_tees_tanks_camis,B01C39IH14
tcsv1_core_0554,core,buying,easy,official_style,handbags_wallets_crossbody_bags,B00DESY34E
tcsv1_core_0555,core,browsing,medium,official_style,hiking_trekking_hiking_boots,B093G26T1G
tcsv1_core_0556,core,browsing,medium,official_style,shoes_sneakers,B07L1PB5NP
tcsv1_core_0557,core,boundary,medium,official_style,socks_tights_socks,B0141N5TX4
tcsv1_core_0558,core,browsing,medium,official_style,lightweight_jackets_varsity_jackets,B08HWC3LYW
tcsv1_core_0559,core,browsing,medium,official_style,accessories_applique_patches,B0032V6W56
tcsv1_core_0560,core,browsing,medium,official_style,dresses_club_night_out,B09YTPNLQ4
tcsv1_core_0561,core,intent_override,hard,official_style,jewelry_jewelry_sets,B017SQVZLQ
tcsv1_core_0562,core,buying,easy,official_style,work_utility_shoes,B099WMGNJ8
tcsv1_core_0563,core,browsing,medium,official_style,jewelry_watch_accessories_jewelry_accessories,B009MSGQXG
tcsv1_core_0564,core,browsing,medium,official_style,watches_watch_bands,B00823FNUO
tcsv1_core_0565,core,buying,easy,official_style,active_performance_insulated_shells,B015A06KSU
tcsv1_core_0566,core,buying,easy,official_style,sleepwear_robes_nightgowns,B07D73YPV3
tcsv1_core_0567,core,buying,easy,official_style,intimates_panties,B08CDFYYQZ
tcsv1_core_0568,core,buying,easy,official_style,cycling_men,B0744CGRLS
tcsv1_core_0569,core,buying,easy,official_style,boots_knee_high,B0C7S2XNL4
tcsv1_core_0570,core,buying,easy,official_style,tops_tees_tees,B08664C7BL
tcsv1_core_0571,core,buying,easy,official_style,watch_accessories_cabinets_cases,B09SQBK3M3
tcsv1_core_0572,core,browsing,medium,official_style,boots_mid_calf,B000W8MTZ4
tcsv1_core_0573,core,buying,easy,official_style,shirts_casual_button_down_shirts,B010XMEWU8
tcsv1_core_0574,core,browsing,medium,official_style,jewelry_wedding_engagement,B0B157GCM6
tcsv1_core_0575,core,intent_override,hard,official_style,shoes_jewelry_baby_girls_outerwear,B00F2AB2FU
tcsv1_core_0576,core,intent_override,hard,official_style,street_surf_skate,B001311MRA
tcsv1_core_0577,core,buying,easy,official_style,tees_shirts_polos,B00Y0OUIGS
tcsv1_core_0578,core,intent_override,hard,official_style,gloves_mittens_cold_weather_gloves,B07957G1JM
tcsv1_core_0579,core,intent_override,hard,official_style,jewelry_jewelry_sets,B0B56QGZS1
tcsv1_core_0580,core,intent_override,hard,official_style,jackets_vests_quilted_lightweight_jackets,B00J6T6P50
tcsv1_core_0581,core,buying,easy,official_style,wedding_engagement_promise_rings,B016F76VCW
tcsv1_core_0582,core,intent_override,hard,official_style,shoes_jewelry_women,B0BHZ9RX86
tcsv1_core_0583,core,browsing,medium,official_style,shoes_jewelry_baby,B00L4NPT6C
tcsv1_core_0584,core,buying,easy,official_style,men_sweatshirts,B07KX4KN5M
tcsv1_core_0585,core,buying,easy,official_style,luggage_garment_bags,B00ZJL30WA
tcsv1_core_0586,core,browsing,medium,official_style,socks_hosiery_leg_warmers,B01NB0AREV
tcsv1_core_0587,core,buying,easy,official_style,clothing_sets_skirt_sets,B09ZLHXT19
tcsv1_core_0588,core,buying,easy,official_style,shoes_jewelry_100_plus_title_match,B07PW44VVY
tcsv1_core_0589,core,buying,easy,official_style,bracelets_tennis,B07SDS5HSY
tcsv1_core_0590,core,buying,easy,official_style,wedding_engagement_promise_rings,B09LHFF1F9
tcsv1_core_0591,core,buying,easy,official_style,fashion_chelsea,B0B6G8CSXQ
tcsv1_core_0592,core,intent_override,hard,official_style,shapewear_control_panties,B0BQ6MFCK2
tcsv1_core_0593,core,buying,easy,official_style,running_trail_running,B075MGF9VH
tcsv1_core_0594,core,browsing,medium,official_style,tees_blouses_blouses_button_down_shirts,B09QBH8SF3
tcsv1_core_0595,core,buying,easy,official_style,jackets_vests_fur_faux_fur,B07VKT2K68
tcsv1_core_0596,core,buying,easy,official_style,sets_tracksuits,B09CLM3RX3
tcsv1_core_0597,core,browsing,medium,official_style,sleep_lounge_robes,B00K3L1JBA
tcsv1_core_0598,core,browsing,medium,official_style,rain_anoraks_raincoats,B0B9MX7NVH
tcsv1_core_0599,core,buying,easy,official_style,boots_chelsea,B078T56RKX
tcsv1_core_0600,core,intent_override,hard,official_style,athletic_water_shoes,B01MG9CSEI
tcsv1_core_0601,core,intent_override,hard,official_style,socks_hosiery_sheers,B011GP8QA8
tcsv1_core_0602,core,buying,easy,official_style,women_skirts,B09PNC413N
tcsv1_core_0603,core,buying,easy,official_style,tees_blouses_blouses_button_down_shirts,B06Y1NQD84
tcsv1_core_0604,core,boundary,medium,official_style,girls_jumpsuits_rompers,B0BKRJ8HDT
tcsv1_core_0605,core,buying,easy,official_style,luggage_travel_gear_travel_duffels,B09J83VBZ9
tcsv1_core_0606,core,browsing,medium,official_style,shoes_sneakers,B0B2T7T239
tcsv1_core_0607,core,buying,easy,official_style,backpacks_casual_daypacks,B0BZTYZM2P
tcsv1_core_0608,core,buying,easy,official_style,suiting_blazers_blazers,B07MXVM58Y
tcsv1_core_0609,core,buying,easy,official_style,watch_accessories_cabinets_cases,B0B9LGY84G
tcsv1_core_0610,core,buying,easy,official_style,swimsuits_cover_ups_board_shorts,B0BNKLBNN4
tcsv1_core_0611,core,buying,easy,official_style,jewelry_necklaces,B07MRJWRSY
tcsv1_core_0612,core,browsing,medium,official_style,bracelets_charm,B09YD2MTYP
tcsv1_core_0613,core,buying,easy,official_style,active_pants_sweatpants,B099BJRSWL
tcsv1_core_0614,core,intent_override,hard,official_style,thermal_underwear_tops,B09CDP7518
tcsv1_core_0615,core,intent_override,hard,official_style,boys_pants,B014EVF4VU
tcsv1_core_0616,core,buying,easy,official_style,dresses_formal,B07RBQCJ4N
tcsv1_core_0617,core,boundary,medium,official_style,girls_one_piece_suits,B0725DVZ2D
tcsv1_core_0618,core,intent_override,hard,official_style,sunglasses_eyewear_accessories_eyewear_frames,B08B5WHR2P
tcsv1_core_0619,core,buying,easy,official_style,scarves_wraps_wraps_pashminas,B006KXJVRO
tcsv1_core_0620,core,browsing,medium,official_style,necklaces_chains,B07BVXKTDG
tcsv1_core_0621,core,browsing,medium,official_style,shoes_jewelry_green_monday_30_off_for_women,B00LG9N2QI
tcsv1_core_0622,core,browsing,medium,official_style,backpacks_casual_daypacks,B07K8QWG7S
tcsv1_core_0623,core,buying,easy,official_style,accessories_belts,B01FD59RDC
tcsv1_core_0624,core,browsing,medium,official_style,boys_masks,B08SVTLDV9
tcsv1_core_0625,core,buying,easy,official_style,accessories_bandanas,B085FPWP3R
tcsv1_core_0626,core,browsing,medium,official_style,shapewear_thigh_slimmers,B09S3K7427
tcsv1_core_0627,core,buying,easy,official_style,shoes_jewelry_men,B00OEXD1TQ
tcsv1_core_0628,core,browsing,medium,official_style,cummerbunds_pocket_squares_neckties,B081WYWVLW
tcsv1_core_0629,core,buying,easy,official_style,intimates_nursing_maternity_bras,B00TUHJ744
tcsv1_core_0630,core,browsing,medium,official_style,nursing_dresses,B07YZFT798
tcsv1_core_0631,core,browsing,medium,official_style,women_pants,B08P5G1G8B
tcsv1_core_0632,core,buying,easy,official_style,jewelry_boxes_organizers_jewelry_towers,B07J2QSD7C
tcsv1_core_0633,core,intent_override,hard,official_style,accessories_headwear,B07X8NDS7Y
tcsv1_core_0634,core,browsing,medium,official_style,jewelry_rings,B085MPST1P
tcsv1_core_0635,core,buying,easy,official_style,girls_shorts,B00AMPZ9L8
tcsv1_core_0636,core,browsing,medium,official_style,accessories_sport_headbands,B00P807MBW
tcsv1_core_0637,core,browsing,medium,official_style,handbags_wallets_shoulder_bags,B01MYDTQLK
tcsv1_core_0638,core,browsing,medium,official_style,shoes_athletic,B077Z5J5XV
tcsv1_core_0639,core,browsing,medium,official_style,card_id_cases_business_card_cases,B002QT31CW
tcsv1_core_0640,core,browsing,medium,official_style,clothing_sets_short_sets,B07M8JTKH1
tcsv1_core_0641,core,browsing,medium,official_style,accessories_sunglasses,B0C1C4KQK1
tcsv1_core_0642,core,browsing,medium,official_style,scarves_neck_gaiters,B09K7LKX9K
tcsv1_core_0643,core,buying,easy,official_style,shoes_health_care_food_service,B017M0RMAQ
tcsv1_core_0644,core,browsing,medium,official_style,underwear_briefs,B00MO05E9G
tcsv1_core_0645,core,buying,easy,official_style,novelty_more_novelty,B01DS6GMFO
tcsv1_core_0646,core,browsing,medium,official_style,pendants_coins_pendants_only,B000EHY4B0
tcsv1_core_0647,core,buying,easy,official_style,scarves_wraps_neck_gaiters,B077V2Q2CJ
tcsv1_core_0648,core,boundary,medium,official_style,medical_scrub_tops,B00IWCS4NI
tcsv1_core_0649,core,intent_override,hard,official_style,rain_anoraks_raincoats,B0B468TCGF
tcsv1_core_0650,core,buying,easy,official_style,pants_dress,B07BHJYQ9H
tcsv1_core_0651,core,browsing,medium,official_style,boots_chelsea,B007MLXI0O
tcsv1_core_0652,core,intent_override,hard,official_style,luggage_tags_handle_wraps_luggage_tags,B009V199LA
tcsv1_core_0653,core,buying,easy,official_style,men_gloves,B0BFCWVN4G
tcsv1_core_0654,core,buying,easy,official_style,hats_caps_cowboy_hats,B07D3VTPWP
tcsv1_core_0655,core,intent_override,hard,official_style,baby_baby_girls,B07X74YB3V
tcsv1_core_0656,core,buying,easy,official_style,work_utility_shoes,B07QB38DXQ
tcsv1_core_0657,core,browsing,medium,official_style,shoes_sandals,B09SVRSM1Z
tcsv1_core_0658,core,buying,easy,official_style,women_bodysuits,B09TF5PV88
tcsv1_core_0659,core,intent_override,hard,official_style,luggage_luggage_sets,B0BZ72MH67
tcsv1_core_0660,core,intent_override,hard,official_style,shoe_treatments_polishes_shoe_cleaners,B07MFPDS9H
tcsv1_core_0661,core,buying,easy,official_style,suits_sport_coats_tuxedos,B00RQSSTV6
tcsv1_core_0662,core,buying,easy,official_style,work_utility_safety_outerwear,B000NMOFP6
tcsv1_core_0663,core,buying,easy,official_style,women_lingerie_sets,B01MT3F9H5
tcsv1_core_0664,core,browsing,medium,official_style,handbags_shoulder_bags_shoulder_bags,B006QDH6AW
tcsv1_core_0665,core,browsing,medium,official_style,robes_capes_jackets,B00LQ9G0QM
tcsv1_core_0666,core,buying,easy,official_style,chemises_negligees_chemises,B09QY8C2L1
tcsv1_core_0667,core,buying,easy,official_style,handbag_accessories_handbag_organizers,B015RPTN14
tcsv1_core_0668,core,buying,easy,official_style,handbags_wallets_shoulder_bags,B07V9P37D5
tcsv1_core_0669,core,buying,easy,official_style,cummerbunds_pocket_squares_bow_ties,B07VXV43G6
tcsv1_core_0670,core,intent_override,hard,official_style,jackets_coats_leather_faux_leather,B07T8NKT91
tcsv1_core_0671,core,browsing,medium,official_style,tees_blouses_t_shirts,B0744QZ6MJ
tcsv1_core_0672,core,browsing,medium,official_style,accessories_buttons_pins,B015W5BBTG
tcsv1_core_0673,core,browsing,medium,official_style,slips_full_slips,B09M5ZNVJQ
tcsv1_core_0674,core,buying,easy,official_style,jewelry_cuff_links,B00JUTNIVK
tcsv1_core_0675,core,buying,easy,official_style,women_breeches,B00N36P314
tcsv1_core_0676,core,browsing,medium,official_style,sleepwear_robes_pajama_sets,B0C6HXGZQ8
tcsv1_core_0677,core,intent_override,hard,official_style,shoes_athletic,B084SDLZLQ
tcsv1_core_0678,core,boundary,medium,official_style,hiking_outdoor_recreation_men,B017QCGM92
tcsv1_core_0679,core,browsing,medium,official_style,sport_specific_clothing_ice_hockey,B08D6LDZW4
tcsv1_core_0680,core,browsing,medium,official_style,tees_blouses_polos,B00GKNA4O8
tcsv1_core_0681,core,intent_override,hard,official_style,shoes_jewelry_plus_size_fashion,B097MTBNQJ
tcsv1_core_0682,core,browsing,medium,official_style,jewelry_accessories_loose_gemstones,B075T8YCXY
tcsv1_core_0683,core,buying,easy,official_style,accessories_suspenders,B0719GQ547
tcsv1_core_0684,core,browsing,medium,official_style,shapewear_waist_cinchers,B01F6C8JH2
tcsv1_core_0685,core,buying,easy,official_style,team_sports_rugby,B00M25NI9G
tcsv1_core_0686,core,intent_override,hard,official_style,baby_boys_layette_sets,B004071ZR6
tcsv1_core_0687,core,buying,easy,official_style,accessories_bra_extenders,B07J6RFZ54
tcsv1_core_0688,core,buying,easy,official_style,men_swimwear,B088T1WZPH
tcsv1_core_0689,core,buying,easy,official_style,girls_bodysuits,B00EHRPJS0
tcsv1_core_0690,core,browsing,medium,official_style,underwear_briefs,B07DC3LV4K
tcsv1_core_0691,core,intent_override,hard,official_style,shoes_jewelry_shoes_outlet,B0BGRGBBXG
tcsv1_core_0692,core,browsing,medium,official_style,active_active_pants,B07NJ4DL8F
tcsv1_core_0693,core,intent_override,hard,official_style,sleep_lounge_nightgowns_sleepshirts,B097PQ5BK7
tcsv1_core_0694,core,browsing,medium,official_style,women_sweatshirts,B0BLM6Q2NB
tcsv1_core_0695,core,browsing,medium,official_style,bottoms_pants,B01D8F0VXY
tcsv1_core_0696,core,browsing,medium,official_style,special_occasion_accessories_fascinators,B08C4QYBNV
tcsv1_core_0697,core,browsing,medium,official_style,necklaces_strands,B01A3KVQMM
tcsv1_core_0698,core,intent_override,hard,official_style,active_dresses,B0831RRN75
tcsv1_core_0699,core,browsing,medium,official_style,women_shorts,B09ZTYX7PK
tcsv1_core_0700,core,browsing,medium,official_style,backpacks_kids_backpacks,B08D72DNW9
tcsv1_core_0701,core,browsing,medium,official_style,bikinis_bottoms,B00VHZ8RBG
tcsv1_core_0702,core,buying,easy,official_style,accessories_accessory_sets,B08DK8XP45
tcsv1_core_0703,core,browsing,medium,official_style,shirts_tuxedo_shirts,B01M0X0ASX
tcsv1_core_0704,core,buying,easy,official_style,active_shirts_tees_tank_tops,B07L7HLZDP
tcsv1_core_0705,core,intent_override,hard,official_style,hats_caps_newsboy_caps,B09MPBBTS2
tcsv1_core_0706,core,browsing,medium,official_style,piercing_jewelry_screws,B09PYSHRP4
tcsv1_core_0707,core,buying,easy,official_style,boys_hoodies,B076QFMRL9
tcsv1_core_0708,core,boundary,medium,official_style,men_sweaters,B07JQDQBQ5
tcsv1_core_0709,core,buying,easy,official_style,lingerie_sleep_lounge,B015HS83ZI
tcsv1_core_0710,core,intent_override,hard,official_style,necklaces_pendants_lockets,B0BGK61C11
tcsv1_core_0711,core,browsing,medium,official_style,bottoms_pants,B0BDWMJXYY
tcsv1_core_0712,core,browsing,medium,official_style,tops_tees,B00KTY9LGQ
tcsv1_core_0713,core,intent_override,hard,official_style,jewelry_cuff_links,B01FPB6QHE
tcsv1_core_0714,core,intent_override,hard,official_style,girls_shoes,B08K7VJ82X
